200
100	1	201
101	2	202
102	3	203
103	4	204
104	5	206
105	6	207
106	6	208
107	7	209
108	5	211
109	8	212
110	9	213
111	10	214
112	11	216
113	12	217
114	13	218
115	5	219
116	14	221
117	1	222
118	2	223
119	15	224
120	5	226
121	16	227
122	17	228
123	18	229
124	16	231
125	19	232
126	20	233
127	21	228
128	14	235
129	13	236
130	7	237
131	10	238
132	22	240
133	23	241
134	24	242
135	25	243
136	5	245
137	26	246
138	27	247
139	28	248
140	29	250
141	30	251
142	31	247
143	32	252
144	31	254
145	33	255
146	34	256
147	35	257
148	36	259
149	37	260
150	36	261
151	36	262
152	38	264
153	20	265
154	39	266
155	40	267
156	31	269
157	33	270
158	41	271
159	42	272
160	43	274
161	44	275
162	45	276
163	46	277
164	47	279
165	48	280
166	49	281
167	50	282
168	51	284
169	52	285
170	53	286
171	54	287
172	55	289
173	56	290
174	57	291
175	58	292
176	59	294
177	60	295
178	61	296
179	2	297
180	14	299
181	12	300
182	62	301
183	63	302
184	14	304
185	64	305
186	65	306
187	66	307
188	67	309
189	68	310
190	45	311
191	33	312
192	69	314
193	70	315
194	71	316
195	9	317
196	72	319
197	73	320
198	74	321
199	75	322
0	76	324
1	77	324
2	78	325
3	79	326
4	80	328
5	81	329
6	82	330
7	83	331
8	76	333
9	84	334
10	36	335
11	85	336
12	86	338
13	87	339
14	88	340
15	2	341
16	89	343
17	90	344
18	79	345
19	91	346
20	11	348
21	92	349
22	93	350
23	94	348
24	95	352
25	86	353
26	11	354
27	66	355
28	96	357
29	89	358
30	97	359
31	79	360
32	70	362
33	44	362
34	2	363
35	98	364
36	96	366
37	99	367
38	7	368
39	97	369
40	38	371
41	88	372
42	88	373
43	100	374
44	101	376
45	2	377
46	102	378
47	103	379
48	79	381
49	87	382
50	82	383
51	104	384
52	105	386
53	79	387
54	106	388
55	107	389
56	108	391
57	109	392
58	110	393
59	111	394
60	112	396
61	79	397
62	113	398
63	97	399
64	114	324
65	97	401
66	7	402
67	99	403
68	56	405
69	115	406
70	116	407
71	117	408
72	42	410
73	30	411
74	118	412
75	95	413
76	66	415
77	119	416
78	120	417
79	121	418
80	122	420
81	84	421
82	123	420
83	96	422
84	96	424
85	124	425
86	38	426
87	125	427
88	79	429
89	76	430
90	97	431
91	126	432
92	96	434
93	127	435
94	66	436
95	128	437
96	79	439
97	48	440
98	129	441
99	6	442
